226,Robert Kraft,6.6,77,New England Patriots,United States

227,Silvio Berlusconi,6.6,82,media,Italy

228,John Grayken,6.6,62,private equity,Ireland

229,Richard Kinder,6.5,73,pipelines,United States

230,Eva Gonda de Rivera,6.5,,beverages,Mexico

231,Terry Gou,6.5,67,electronics,Taiwan

232,Michael Platt,6.5,50,hedge funds,United Kingdom

233,Ann Walton Kroenke,6.5,69,Walmart,United States

234,Alexei Kuzmichev,6.5,55,oil banking telecom,Russia

235,Jorn Rausing,6.5,58,packaging,Sweden

236,Teh Hong Piow,6.4,88,banking,Malaysia

237,Francis Choi,6.4,71,real estate,Hong Kong

238,Anders Holch Povlsen,6.4,45,fashion retail,Denmark

239,Diane Hendricks,6.3,71,roofing,United States

240,David Shaw,6.3,67,hedge funds,United States

241,Marc Benioff,6.3,54,business software,United States

242,Andreas von Bechtolsheim,6.3,63,Google,Germany

243,Nusli Wadia,6.3,74,consumer goods,India

244,Pham Nhat Vuong,6.3,50,diversified,Vietnam

245,Whitney MacMillan,6.2,89,Cargill,United States

246,Yan Zhi,6.2,46,real estate,China

247,Sandra Ortega Mera,6.2,50,Zara,Spain

248,Jim Pattison,6.2,90,diversified,Canada

249,John Paulson,6.2,62,hedge funds,United States

250,John A Sobrato,6.2,79,real estate,United States

251,Johann Graf,6.2,71,gambling,Austria

252,Randa Williams,6.2,57,pipelines,United States

253,Dannine Avara,6.2,54,pipelines,United States

253,Milane Frantz,6.2,49,pipelines,United States

253,Scott Duncan,6.2,35,pipelines,United States

256,Liu Qiangdong,6.2,44,ecommerce,China

257,Gong Hongjia,6.1,53,video surveillance,Hong Kong

258,Wee Cho Yaw,6.1,89,banking,Singapore

259,James Chambers,6.1,61,media automotive,United States

259,Katharine Rayner,6.1,73,media automotive,United States

259,Margaretta Taylor,6.1,76,media automotive,United States

262,Augusto & Giorgio Perfetti,6.1,,candy,Italy

263,Steven Rales,6.1,67,manufacturing,United States

264,Maria Asuncion Aramburuzabala,6,55,beer investments,Mexico

265,Israel Englander,6,70,hedge funds,United States

266,Dennis Washington,6,84,construction mining,United States

267,Jensen Huang,6,55,semiconductors,United States

268,Sun Hongbin,6,55,real estate,United States

269,Antonia Johnson,6,75,diversified,Sweden

270,Marijke Mars,6,54,candy pet food,United States

270,Pamela Mars,6,58,candy pet food,United States

270,Valerie Mars,6,59,candy pet food,United States

270,Victoria Mars,6,61,candy pet food,United States

274,Ian & Richard Livingstone,5.9,,real estate,United Kingdom

275,David Cheriton,5.9,67,Google,Canada

276,Travis Kalanick,5.9,42,Uber,United States

277,Albert Frere,5.9,92,investments,Belgium

278,Hansjoerg Wyss,5.9,83,medical devices,Switzerland

279,Sunil Mittal,5.9,60,telecom,India

280,Odd Reitan,5.9,67,retail real estate,Norway

281,Wolfgang Marguerre,5.8,77,pharmaceuticals,Germany

282,Alexander Abramov,5.8,59,steel mining,Russia

283,Chan Laiwa,5.8,77,real estate,China

284,Stef Wertheimer,5.8,92,metalworking tools,Israel

285,Finn Rausing,5.7,63,packaging,Sweden

285,Kirsten Rausing,5.7,66,packaging,Sweden

287,Johann Rupert,5.7,68,luxury goods,South Africa

288,Ananda Krishnan,5.7,80,telecoms media oilservices,Malaysia

289,Frank Lowy,5.7,87,shopping malls,Australia

290,Henry Kravis,5.7,74,private equity,United States

291,Jim Davis,5.7,75,New Balance,United States

292,George Roberts,5.7,75,private equity,United States

293,Abdulla bin Ahmad Al Ghurair,5.7,,diversified,United Arab Emirates

294,Yeung Kinman,5.6,54,electronics,Hong Kong

295,Aloys Wobben,5.6,66,wind turbines,Germany

296,Nancy Walton Laurie,5.6,67,Walmart,United States

297,Ronda Stryker,5.6,64,medical equipment,United States

298,Laurence Graff,5.6,80,diamond jewelry,United Kingdom

299,Richard LeFrak,5.6,73,real estate,United States

300,Stewart and Lynda Resnick,5.6,,agriculture water,United States

301,Charles Dolan,5.6,91,cable television,United States

302,Mike CannonBrookes,5.6,38,software,Australia

302,Scott Farquhar,5.6,38,software,Australia

304,Keiichiro Takahara,5.5,87,diapers,Japan

305,Tsai EngMeng,5.5,61,food beverages,Taiwan

306,Robert Rowling,5.5,65,hotels investments,United States

307,David Siegel,5.5,57,hedge funds,United States

307,John Overdeck,5.5,48,hedge funds,United States

309,George Lucas,5.5,74,Star Wars,United States

310,Sam Zell,5.5,77,real estate private equity,United States

311,Ivan Glasenberg,5.5,61,mining,Switzerland

312,Bubba Cathy,5.4,64,ChickfilA,United States

312,Dan Cathy,5.4,65,ChickfilA,United States

314,Lam Wai Ying,5.4,,smartphone screens,Hong Kong

315,Rinat Akhmetov,5.4,52,steel coal,Ukraine

316,Frank Wang,5.4,37,drones,China

317,Bernard Marcus,5.4,89,Home Depot,United States

318,Martin Viessmann,5.4,65,heating equipment,Germany

319,Reinhold Schmieding,5.4,63,medical devices,United States

320,James Dyson,5.4,71,vacuums,United Kingdom

321,Akira Mori,5.4,82,real estate,Japan

322,Vincent Bollore,5.4,66,investments,France

323,Kim Jungju,5.4,50,online games,South Korea

324,Ray Lee Hunt,5.3,75,oil real estate,United States

325,Niels Peter LouisHansen,5.3,70,medical devices,Denmark

326,John Morris,5.3,70,sporting goods retail,United States

327,Suleiman Kerimov,5.3,52,investments,Russia

328,Trevor ReesJones,5.3,67,oil & gas,United States

329,Pan Zhengmin,5.2,48,electronics,China

330,Bruce Kovner,5.2,73,hedge funds,United States

331,Gabriella Meister,5.2,70,appliances,Germany

332,Jack Dorsey,5.2,41,Twitter Square,United States

333,Jiang Rensheng,5.2,65,vaccine production,China

334,Yasumitsu Shigeta,5.2,53,mobile phone retailer,Japan

335,JeanMichel Besnier,5.2,51,cheese,France

335,Marie Besnier Beauvalot,5.2,38,cheese,France

337,Emanuele (Lino) Saputo,5.2,81,cheese,Canada

338,Robert Pera,5.2,40,wireless networking gear,United States

339,Margarita LouisDreyfus,5.2,56,commodities,Switzerland

340,Agnete Kirk Thinggaard,5.2,,Lego,Denmark

340,Kjeld Kirk Kristiansen,5.2,70,Lego,Denmark

340,Sofie Kirk Kristiansen,5.2,42,Lego,Denmark

340,Thomas Kirk Kristiansen,5.2,,Lego,Denmark

344,Sheldon Solow,5.2,90,real estate,United States

345,Pierre Bellon,5.2,88,food services,France

346,Martha Ingram,5.1,83,book distribution transportation,United States

347,Shari Arison,5.1,61,Carnival Cruises,Israel

348,David & Frederick Barclay,5.1,84,media retail,United Kingdom

349,Bruno Schroder,5.1,85,banking,United Kingdom

350,Edward Roski Jr,5.1,79,real estate,United States

351,Ludwig Merckle,5.1,53,pharmaceuticals,Germany

352,Kjell Inge Rokke,5.1,59,shipping seafood,Norway

353,Wang Xing,5.1,45,ecommerce,China

354,Karen Pritzker,5.1,60,hotels investments,United States

355,Maria Fernanda Amorim,5.1,83,energy investments,Portugal

356,Juan Francisco Beckmann Vidal,5.1,78,tequila,Mexico

357,Robert Bass,5,70,oil investments,United States

358,Vivek Chaand Sehgal,5,62,auto parts,Australia

359,Joe Lewis,5,81,investments,United Kingdom

360,Michael Herz,5,75,coffee,Germany

360,Wolfgang Herz,5,67,coffee,Germany

362,Richard Branson,5,68,Virgin,United Kingdom

363,Law Kar Po,5,69,real estate,Hong Kong

364,Liu Yongxing,4.9,70,diversified,China

365,Paolo & Gianfelice Mario Rocca,4.9,,pipe manufacturing,Italy

366,David Sun,4.9,67,computer hardware,United States

366,John Tu,4.9,77,computer hardware,United States

368,Kwee family,4.9,,Real Estate,Singapore

369,Vichai Srivaddhanaprabha,4.9,60,dutyfree,Thailand

370,J Christopher Reyes,4.9,64,food distribution,United States

370,Jude Reyes,4.9,63,food distribution,United States

372,Charles Johnson,4.9,85,money management,United States

373,Andrei Skoch,4.9,52,steel,Russia

374,Fred Smith,4.9,74,FedEx,United States

375,Les Wexner,4.9,81,retail,United States

376,Vikram Lal,4.9,76,motorcycles,India

377,Leonard Stern,4.8,80,real estate,United States

378,Shigenobu Nagamori,4.8,74,motors,Japan

379,Li Shuirong,4.8,62,petrochemicals,China

380,Kelcy Warren,4.8,62,pipelines,United States

381,Sumner Redstone,4.8,95,media,United States

382,Stanley Druckenmiller,4.8,65,hedge funds,United States

383,Gwendolyn Sontheim Meyer,4.8,56,Cargill,United States

384,Hiroshi Mikitani,4.8,53,online retail,Japan

385,Dan Olsson,4.8,71,diversified,Sweden

386,Daniel Ziff,4.8,46,investments,United States

386,Dirk Ziff,4.8,54,investments,United States

386,Robert Ziff,4.8,52,investments,United States

389,Pan Sutong,4.8,55,real estate finance,Hong Kong

390,Philip & Cristina Green,4.8,66,fashion retail,United Kingdom

391,Garrett Camp,4.8,40,Uber,Canada

392,Robert Rich Jr,4.8,77,frozen foods,United States

393,Benu Gopal Bangur,4.8,87,cement,India

394,Arthur Blank,4.8,76,Home Depot,United States

395,Mark Scheinberg,4.8,44,online gambling,Canada

396,MA Yusuff Ali,4.8,62,retail,India

397,Zhang Shiping,4.7,71,aluminum products,China

398,Manuel Villar,4.7,68,real estate,Philippines

399,Clive Calder,4.7,71,record label,United Kingdom

400,Gary Rollins,4.7,74,pest control,United States

401,Kei Hoi Pang,4.7,52,real estate,China

402,Lin Bin,4.7,50,smartphones,United States

403,Lee Shin Cheng,4.6,79,palm oil property,Malaysia

404,Bidzina Ivanishvili,4.6,62,investments,Georgia

405,Friede Springer,4.6,76,publishing,Germany

406,Guenther Fielmann,4.6,79,optometry,Germany

407,Anthony Pratt,4.6,58,manufacturing,Australia

408,Pyotr Aven,4.6,63,oil banking telecom,Russia

409,Jeronimo Arango,4.6,92,retail,Mexico

410,Chen Bang,4.6,53,hospitals,China

411,Ted Lerner,4.6,92,real estate,United States

412,Randall Rollins,4.6,86,pest control,United States

413,Paul Tudor Jones II,4.5,64,hedge funds,United States

414,Russ Weiner,4.5,48,energy drinks,United States

415,Xu Jingren,4.5,74,pharmaceuticals,China

416,Zhou Hongyi,4.5,48,security software,China

417,Sergei Popov,4.5,47,banking,Russia

418,Tilman Fertitta,4.5,61,Houston Rockets entertainment,United States

419,Bertil Hult,4.5,77,education,Sweden

420,Nathan Kirsh,4.5,86,retail real estate,Swaziland

421,Terrence Pegula,4.5,67,natural gas,United States

422,Xavier Niel,4.5,51,internet telecom,France

423,Zhang Jin,4.5,46,diversified,China

424,David Filo,4.5,52,Yahoo,United States

425,Walter Scott Jr,4.5,87,utilities telecom,United States

426,Nie Tengyun,4.4,42,logistics,China

427,Rahel Blocher,4.4,42,chemicals,Switzerland

428,Magdalena MartulloBlocher,4.4,49,chemicals,Switzerland

429,Alexandra Schoerghuber,4.4,60,real estate,Germany

430,Austen Cargill II,4.4,67,Cargill,United States

430,James Cargill II,4.4,69,Cargill,United States

430,Marianne Liebmann,4.4,65,Cargill,United States

433,Kushal Pal Singh,4.4,87,real estate,India

434,Robert Smith,4.4,55,private equity,United States

435,Suh Kyungbae,4.4,55,cosmetics,South Korea

436,Dona Bertarelli,4.4,50,biotech,Switzerland

437,Andrei Kozitsyn,4.4,58,metals,Russia

438,Isaac Perlmutter,4.4,75,Marvel comics,United States

439,Dagmar Dolby,4.4,77,Dolby Laboratories,United States

440,Richard Li,4.4,51,telecom,Hong Kong

441,Mikhail Gutseriev,4.4,60,oil real estate,Russia

442,Acharya Balkrishna,4.4,46,consumer goods,India

443,Tamara Gustavson,4.3,56,self storage,United States

444,Pedro Moreira Salles,4.3,58,banking minerals,Brazil

445,Jeff Sutton,4.3,58,real estate,United States

446,Theo Mueller,4.3,78,dairy,Germany

447,Arthur Irving,4.3,88,oil,Canada

448,Jason Jiang,4.3,45,advertising,China

449,John Sall,4.3,70,software,United States

450,Joao Moreira Salles,4.3,56,banking minerals,Brazil

451,Fernando Roberto Moreira Salles,4.3,72,banking minerals,Brazil

451,Walther Moreira Salles Junior,4.3,62,banking minerals,Brazil

453,Robert Miller,4.3,85,retail,United Kingdom

454,Martin & Olivier Bouygues,4.3,,construction media,France

455,Che Jianxing,4.3,52,furniture retailing,China

456,Julian Robertson Jr,4.3,86,hedge funds,United States

457,Ajay Piramal,4.3,63,pharmaceuticals,India

458,Bajaj brothers,4.2,,diversified,India

459,Ernest Garcia II,4.2,61,used cars,United States

460,H Ross Perot Sr,4.2,88,computer services real estate,United States

461,Jeffery Hildebrand,4.2,59,oil,United States

462,Jeff Skoll,4.2,53,eBay,United States

463,Andrew Currie,4.2,62,chemicals,United Kingdom

463,John Reece,4.2,61,chemicals,United Kingdom

465,Richard Schulze,4.2,77,Best Buy,United States

466,Frits Goldschmeding,4.2,85,temp agency,Netherlands

467,Juan Carlos Escotet,4.2,59,banking,Venezuela

468,Andrei Guriev,4.2,58,fertilizers,Russia

469,Ji Changqun,4.2,50,real estate,China

470,Denis O'Brien,4.2,60,telecom,Ireland

471,Paul Gauselmann,4.2,84,gambling,Germany

472,Rick Caruso,4.1,59,real estate,United States

473,Stephen Bisciotti,4.1,58,staffing Baltimore Ravens,United States

474,Thomas Pritzker,4.1,68,hotels investments,United States

475,Giuseppe De'Longhi,4.1,79,coffee makers,Italy

476,Majid Al Futtaim,4.1,,real estate retail,United Arab Emirates

477,Thomas Schmidheiny,4.1,72,cement,Switzerland

478,Mike Adenuga,4.1,65,telecom oil,Nigeria

479,Patrick Lee,4.1,76,paper,Hong Kong

480,Zhang Bangxin,4.1,38,afterschool tutoring,China

481,Lim Kok Thay,4.1,67,casinos,Malaysia

482,Matthias ReimannAndersen,4.1,53,consumer goods,Germany

482,Renate ReimannHaas,4.1,67,consumer goods,Germany

482,Stefan ReimannAndersen,4.1,55,consumer goods,Germany

482,Wolfgang Reimann,4.1,66,consumer goods,Germany

486,Pansy Ho,4.1,56,casinos,Hong Kong

487,Juan Roig,4.1,69,supermarkets,Spain

488,Chey Taewon,4.1,57,IT telecom,South Korea

489,Igor Olenicoff,4.1,76,real estate,United States

490,Pankaj Patel,4.1,65,pharmaceuticals,India

491,JeanPierre Cayard,4.1,75,spirits,France

492,Masatoshi Ito,4.1,94,retail,Japan

493,Micky Jagtiani,4.1,67,retail,India

494,Rupert Johnson Jr,4.1,78,money management,United States

495,Cai Kui,4.1,55,real estate,China

496,Kwon Hyukbin,4,44,online games,South Korea

497,Wang Yusuo,4,54,natural gas distribution,China

498,Carl Bennet,4,67,investments,Sweden

499,Fredrik Lundberg,4,67,real estate investments,Sweden

500,Zhou Qunfei,4,48,smartphone screens,Hong Kong

501,Wang Chuanfu,4,52,batteries automobiles,China

502,Strive Masiyiwa,4,57,telecom,Zimbabwe

503,Frank VanderSloot,4,70,nutrition and wellness products,United States

504,Sumet Jiaravanon,4,83,diversified,Thailand

505,Ben Ashkenazy,4,49,real estate,United States

505,Traudl Engelhorn,4,91,pharmaceuticals medical equipment,Germany

505,Zhang Yiming,4,34,software,China

508,Bernard Broermann,4,74,hospitals,Germany

509,Jerry Speyer,4,78,real estate,United States

510,Marian Ilitch,4,85,pizza sports team,United States

511,Subhash Chandra,4,67,media,India

512,Ralph Dommermuth,4,54,internet service provider,Germany

513,Liu Yonghao,4,67,agribusiness,China

514,Chung Mongkoo,4,80,Hyundai,South Korea

515,Steven UdvarHazy,4,72,aircraft leasing,United States

516,Chen Dongsheng,4,60,insurance,China

